Author,Name,Format,Price,Rating,Url
,Математика 7 класс. Всероссийские проверочные работы,текст,149.0,0.0,https://www.litres.ru/book/ludmila-zayceva-32190/matematika-7-klass-vserossiyskie-proverochnye-raboty-67991054/
Ольга Романовская,Куплю жену. Дорого,аудиокнига,199.0,9.0,https://www.litres.ru/audiobook/olga-romanovskaya/kuplu-zhenu-dorogo-67419455/
,Духовный цветник Серафима Саровского. Избранные наставления,текст,199.0,5.0,https://www.litres.ru/book/irina-bulgakova-8343/duhovnyy-cvetnik-serafima-sarovskogo-izbrannye-nastav-40124553/
,"Мудрость, спасающая души. Благодатные дары православной веры",текст,189.0,0.0,https://www.litres.ru/book/irina-bulgakova-8343/mudrost-spasauschaya-dushi-blagodatnye-dary-pravoslav-42191478/
,Олимпийская энциклопедия. Зимние Олимпийские игры. Том 1. Шамони 1924 – Турин 2006,текст,299.0,0.0,https://www.litres.ru/book/vladimir-svinin-2/olimpiyskaya-enciklopediya-zimnie-olimpiyskie-igry-tom-9527399/
Ольга Тарасевич,Талисман Михаила Булгакова,текст,159.0,3.7,https://www.litres.ru/book/olga-tarasevich/talisman-mihaila-bulgakova-12195349/
,Жизнь загробная и вечная. Свидетельства истины,текст,189.0,1.0,https://www.litres.ru/book/irina-bulgakova-8343376/zhizn-zagrobnaya-i-vechnaya-svidetelstva-istiny-40159987/
Анастасия Булгакова,Начни жить иначе,текст,299.0,3.8,https://www.litres.ru/book/anastasiya-bulgakova/nachni-zhit-inache-42907316/
Неля Булгакова,"Зрелые сказки про девочек, их мам, принцесс, одну старую фею и злую ведьму Марьяну",текст,199.0,0.0,https://www.litres.ru/book/nelya-bulgakova/zrelye-skazki-pro-devochek-ih-mam-princess-odnu-staruu-feu-51557588/
Ирина Лисовская,Соблазн с последствиями,аудиокнига,200.0,0.0,https://www.litres.ru/audiobook/irina-lisovskaya-19019115/soblazn-s-posledstviyami-70101232/
Слава Доронина,Я тебя не помню,аудиокнига,279.0,4.0,https://www.litres.ru/audiobook/slava-doronina/ya-tebya-ne-pomnu-68756370/
Ирина Булгакова,Предатель,текст,129.0,0.0,https://www.litres.ru/book/irina-bulgakova-29207686/predatel-64658716/
Ирина Булгакова,Декомпрессия,текст,129.0,0.0,https://www.litres.ru/book/irina-bulgakova-29207686/dekompressiya-64801687/
Ирина Булгакова,Шторм,текст,129.0,5.0,https://www.litres.ru/book/irina-bulgakova-29207686/shtorm-64897561/
,Математика 5 класс. Всероссийские проверочные работы,текст,156.0,0.0,https://www.litres.ru/book/ludmila-zayceva-32190/matematika-5-klass-vserossiyskie-proverochnye-raboty-67991048/
,Домашние молитвы. На все случаи жизни и на каждый день,текст,119.0,1.0,https://www.litres.ru/book/irina-bulgakova-8343/domashnie-molitvy-na-vse-sluchai-zhizni-i-na-kazhdyy-55747225/
Валерий Есенков,"Рыцарь, или Легенда о Михаиле Булгакове",текст,129.0,2.8,https://www.litres.ru/book/valeriy-esenkov-10396758/rycar-ili-legenda-o-mihaile-bulgakove-27830160/
Ирина Булгакова,Исцеление верой. Молитвы и наставления для излечения души и тела,текст,189.0,0.0,https://www.litres.ru/book/irina-bulgakova-8343/iscelenie-veroy-molitvy-i-nastavleniya-dlya-izlecheni-51366035/
О. В. Булгакова; Нина Брюханова,Фитнес-аэробика,текст,149.0,0.0,https://www.litres.ru/book/nina-bruhanova/fitnes-aerobika-65756313/
Святитель Игнатий (Брянчанинов),Крепость и утешение,текст,179.0,0.0,https://www.litres.ru/book/svyatitel-ignatiy-bryanchaninov/krepost-i-uteshenie-57192436/
Бренда Джойс,Невероятное влечение,аудиокнига,209.0,0.0,https://www.litres.ru/audiobook/brenda-dzhoys/neveroyatnoe-vlechenie-67317177/
священник Георгий Кочетков,"Беседы по христианской этике. Выпуск 2: Нравственное доказательство бытия Божия по И. Канту и М. Булгакову. Магия, ведовство, колдовство, вампиризм",текст,90.0,0.0,https://www.litres.ru/book/g-svyaschennik-koche/besedy-po-hristianskoy-etike-vypusk-2-nravstvennoe-do-25579502/
Святитель Иоанн Златоуст,Безмятежная пристань,текст,139.0,4.0,https://www.litres.ru/book/ioann-zlatoust/bezmyatezhnaya-pristan-51374363/
Андрей Викторович Яценко,Приложение к «Краткому анализу романа „Мастер и Маргарита“ Михаила Булгакова»,текст,,0.0,https://www.litres.ru/book/andrey-viktorovich-y/prilozhenie-k-kratkomu-analizu-romana-master-i-margar-66173364/
,Олимпийская энциклопедия. Том 3. Спортивные игры,текст,,0.0,https://www.litres.ru/book/vladimir-svinin-2/olimpiyskaya-enciklopediya-tom-3-sportivnye-igry-9525500/
Ирина Булгакова,"Молитвы для здоровья. Все самые важные молитвы, чтобы уберечь себя и близких",текст,69.0,1.0,https://www.litres.ru/book/irina-bulgakova-8343/molitvy-dlya-zdorovya-vse-samye-vazhnye-molitvy-chtob-53470797/
Анатолий Будниченко,Мастер и Маргарита Краткий пересказ произведения М. Булгакова,текст,,3.0,https://www.litres.ru/book/anatoliy-budnichenko/master-i-margarita-kratkiy-pereskaz-proizvedeniya-m-b-11302442/
Станислав Симонов,Булгаковская Москва. Часть 1,аудиокнига,26.0,1.0,https://www.litres.ru/audiobook/stanislav-simonov-27623585/bulgakovskaya-moskva-chast-1-33842902/
Станислав Симонов,Булгаковская Москва. Часть 2,аудиокнига,26.0,0.0,https://www.litres.ru/audiobook/stanislav-simonov-27623585/bulgakovskaya-moskva-chast-2-33842910/
Коллектив шоу «Стиллавин Today»,Елена Булгакова,,26.0,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollektiv-shou-sergey-stillavin-i-ego-druzya/elena-bulgakova-67167918/
Сергей Беляков,Весна народов. Русские и украинцы между Булгаковым и Петлюрой,аудиокнига,599.0,2.0,https://www.litres.ru/audiobook/sergey-belyakov/vesna-narodov-russkie-i-ukraincy-mezhdu-bulgakovym-i-petlu-57454475/
Май Тэлнц,Видеокассеты,аудиокнига,249.0,0.0,https://www.litres.ru/audiobook/may-telnc/videokassety-69540883/
Армен Захарян,Эпизод #2. Ковёр Булгакова.,,,0.0,https://www.litres.ru/podcast/armen-zaharyan/epizod-2-kover-bulgakova-70019133/
Наталья Фельдман,Булгаковская Москва,аудиокнига,199.0,0.0,https://www.litres.ru/audiobook/natalya-feldman/bulgakovskaya-moskva-181322/
Ювеналий,Краткое историческое начертание жизни лейбгвардии подпорутчика Феодора Михайловича Булгакова,текст,,0.0,https://www.litres.ru/book/uvenaliy/kratkoe-istoricheskoe-nachertanie-zhizni-leybgvardii-podporutchik-344782/
Ювеналий,О роде благородных дворян Булгаковых,текст,,0.0,https://www.litres.ru/book/uvenaliy/o-rode-blagorodnyh-dvoryan-bulgakovyh-345872/
Л.В. Булгакова,Указатель литературы по женскому вопросу,текст,,0.0,https://www.litres.ru/book/ludmila-bulgakova/ukazatel-literatury-po-zhenskomu-voprosu-541845/
М. А. Булгакова; Ш. А. Гаджиев,Интеграция России в ВТО: особенности обеспечения экономической безопасности отдельных отраслей промышленности (на примере лесопромышленного комплекса),текст,168.0,0.0,https://www.litres.ru/book/m-a-bulgakova/integraciya-rossii-v-vto-osobennosti-obespecheniya-ekonomich-5806281/
Е. А. Яблоков,Художественный мир Михаила Булгакова,текст,210.0,0.0,https://www.litres.ru/book/evgeniy-yablokov/hudozhestvennyy-mir-mihaila-bulgakova-5810252/
Елена Степанян,О Михаиле Булгакове и «собачьем сердце»,текст,109.0,1.0,https://www.litres.ru/book/elena-stepanyan/o-mihaile-bulgakove-i-sobachem-serdce-6564835/
,Олимпийская энциклопедия. Том 2. Водные виды спорта,текст,129.0,0.0,https://www.litres.ru/book/vladimir-svinin-2/olimpiyskaya-enciklopediya-tom-2-vodnye-vidy-sporta-9524844/
,Олимпийская энциклопедия. Том 4. Спортивные единоборства и многоборья,текст,169.0,0.0,https://www.litres.ru/book/vladimir-svinin-2/olimpiyskaya-enciklopediya-tom-4-sportivnye-edinoborstva-9525573/
,"Олимпийская энциклопедия. Том 5. Спорт в седле, на снарядах и по мишеням",текст,109.0,0.0,https://www.litres.ru/book/vladimir-svinin-2/olimpiyskaya-enciklopediya-tom-5-sport-v-sedle-na-snarya-9526542/
,Олимпийская энциклопедия. Зимние Олимпийские игры. Том 2. Ванкувер 2010,текст,149.0,0.0,https://www.litres.ru/book/vladimir-svinin-2/olimpiyskaya-enciklopediya-zimnie-olimpiyskie-igry-tom-9528534/
Неля Булгакова,"Про девушку, которая не хотела замуж",текст,149.0,0.0,https://www.litres.ru/book/nelya-bulgakova/pro-devushku-kotoraya-ne-hotela-zamuzh-23417715/
Владимир Иванович Немцев,Способы анализа произведений Михаила Булгакова. Читательское пособие,текст,36.0,0.0,https://www.litres.ru/book/vladimir-ivanovich-n/sposoby-analiza-proizvedeniy-mihaila-bulgakova-chitat-25096371/
Людмила Максимовна Козлова,Письма Булгакову. Роман. Избранное. Т. 3,текст,200.0,0.0,https://www.litres.ru/book/ludmila-maksimovna-kozlova/pisma-bulgakovu-roman-izbrannoe-t-3-25723597/
Татьяна Сергеевна Морозова; Сергей Николаевич Морозов,"Лечебная и адаптивная физическая культура. Плавание 3-е изд., пер. и доп. Учебное пособие для СПО",текст,,1.0,https://www.litres.ru/book/nina-zhanovna-bulgak/lechebnaya-i-adaptivnaya-fizicheskaya-kultura-plavani-37389632/
Сергей Николаевич Морозов; Олег Игоревич Попов,Плавание с методикой преподавания 2-е изд. Учебник для СПО,текст,,0.0,https://www.litres.ru/book/vladimir-zaharovich/plavanie-s-metodikoy-prepodavaniya-2-e-izd-uchebnik-d-37390570/
,Как читать и понимать лучшие города мира,текст,399.0,0.0,https://www.litres.ru/book/mariya-bulgakova/kak-chitat-i-ponimat-luchshie-goroda-mira-39476766/
Алифтина Булгакова; В. Н. Баранов,Основы получения отливок из сплавов на основе железа,текст,149.0,0.0,https://www.litres.ru/book/aliftina-bulgakova/osnovy-polucheniya-otlivok-iz-splavov-na-osnove-zheleza-40130160/
Неля Булгакова,Штрафная зона,текст,176.0,6.0,https://www.litres.ru/book/nelya-bulgakova/shtrafnaya-zona-41219277/
Алла Арлетт Антонюк,Булгаковские мистерии. «Мастер и Маргарита» в контексте русской классики Очерки по мифопоэтике. Часть III,текст,480.0,0.0,https://www.litres.ru/book/alla-arlett-antonuk/bulgakovskie-misterii-master-i-margarita-v-kontekste-r-41830094/
,Феминистки не носят розовое (и другие мифы),аудиокнига,499.0,0.0,https://www.litres.ru/audiobook/skarlett-kertis/feministki-ne-nosyat-rozovoe-i-drugie-mify-42355541/
Сергей Николаевич Морозов; Нина Жановна Булгакова,Теория и методика избранного вида спорта: водные виды спорта 2-е изд. Учебник для академического бакалавриата,текст,,0.0,https://www.litres.ru/book/anna-andreevna-simag/teoriya-i-metodika-izbrannogo-vida-sporta-vodnye-vidy-42653979/
Сергей Николаевич Морозов; Нина Жановна Булгакова,Теория и методика обучения предмету «физическая культура»: водные виды спорта 2-е изд. Учебное пособие для СПО,текст,,1.0,https://www.litres.ru/book/anna-andreevna-simag/teoriya-i-metodika-obucheniya-predmetu-fizicheskaya-k-43711656/
cвятой праведный Иоанн Кронштадтский,Живая вера сердца,текст,129.0,4.0,https://www.litres.ru/book/svyatoy-pravednyy-ioann-kronshtadtskiy/zhivaya-vera-serdca-51179471/
Ирина Булгакова,Молитвы для мам. Для счастья и здоровья малыша,текст,99.0,0.0,https://www.litres.ru/book/irina-bulgakova-8343376/molitvy-dlya-mam-dlya-schastya-i-zdorovya-malysha-51366247/
Элина Робертовна Булгакова,Хозяйка бала,текст,,0.0,https://www.litres.ru/book/elina-robertovna-bulgakova/hozyayka-bala-57392429/
Светлана Николаевна Булгакова,"Дирижерско-хоровая практика: мессы и жанры духовной музыки от раннего Средневековья к XXI веку 2-е изд., пер. и доп. Учебник и практикум для вузов",текст,,0.0,https://www.litres.ru/book/svetlana-nikolaevna/dirizhersko-horovaya-praktika-messy-i-zhanry-duhovnoy-63062752/
Светлана Николаевна Булгакова,"Дирижерско-хоровая деятельность:: мессы и жанры духовной музыки от раннего Средневековья к XX веку 2-е изд., пер. и доп. Учебник и практикум для СПО",текст,,0.0,https://www.litres.ru/book/svetlana-nikolaevna/dirizhersko-horovaya-deyatelnost-messy-i-zhanry-duhov-63416232/
Элина Робертовна Булгакова,Кирюшины подарки,текст,,0.0,https://www.litres.ru/book/elina-robertovna-bulgakova/kirushiny-podarki-63438407/
Мира Владимировна Кондратович,Эра новых,текст,129.0,1.0,https://www.litres.ru/book/mira-vladimirovna-kondratovich/era-novyh-63596417/
Элина Робертовна Булгакова,"Правдивая история королевы красоты 2020, которую никто не прочтет",текст,149.0,0.0,https://www.litres.ru/book/elina-robertovna-bul/pravdivaya-istoriya-korolevy-krasoty-2020-kotoruu-nik-63676362/
Маргарита Митрофанова; Александр Пушной,"О необычных музеях России. Музей М.А. Булгакова, музей маячной службы, музей советского детства, музей истории пряника",,26.0,0.0,https://www.litres.ru/podcast/aleksandr-pushnoy/o-neobychnyh-muzeyah-rossii-muzey-m-a-bulgakova-muzey-ma-65616292/
О. В. Булгакова; В. С. Близневская,Фитнес-тренинг формирования готовности студентов вуза к выполнению комплекса ГТО,текст,149.0,0.0,https://www.litres.ru/book/vasiliy-ponomarev-30/fitnes-trening-formirovaniya-gotovnosti-studentov-vuz-65681117/
Б. Ф. Белецкий; И. Г. Булгакова,Строительные машины и оборудование,текст,,0.0,https://www.litres.ru/book/b-f-beleckiy/stroitelnye-mashiny-i-oborudovanie-65999518/
М. В. Андреева; Г. А. Круглов,Теплотехника. Практический курс. Учебное пособие для вузов,текст,399.0,0.0,https://www.litres.ru/book/g-a-kruglov/teplotehnika-prakticheskiy-kurs-uchebnoe-posobie-dlya-vuzov-66003686/
Г. А. Круглов; Р. И. Булгакова,Основы теплотехники,текст,399.0,0.0,https://www.litres.ru/book/g-a-kruglov/osnovy-teplotehniki-66007837/
Г. А. Круглов; Р. И. Булгакова,Теплотехника,текст,982.0,0.0,https://www.litres.ru/book/g-a-kruglov/teplotehnika-66007969/
Юлия Олеговна Булгакова,Одиночество,текст,200.0,0.0,https://www.litres.ru/book/uliya-olegovna/odinochestvo-3-66035939/
Юлия Олеговна Булгакова,Сказка о девушке и её куколках. Книга 1,текст,80.0,0.0,https://www.litres.ru/book/uliya-olegovna-31201672/skazka-o-devushke-i-ee-kukolkah-1-66108088/
Коста Хетагуров,Рассказы,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/kosta-hetagurov/rasskazy-66590580/
Авторский коллектив «Буферная бухта»,Мифы про Пушкина и Булгакова,,,0.0,https://www.litres.ru/podcast/avtorskiy-kollektiv-bufernaya-buhta/mify-pro-pushkina-i-bulgakova-66643469/
Ольга Консуэло,Напарницы,аудиокнига,269.0,4.0,https://www.litres.ru/audiobook/olga-konsuelo/naparnicy-66675742/
Андрей Михайлович Паскевич,Впечатления и размышления. «Дневник духовный» Сергея Булгакова,текст,,1.0,https://www.litres.ru/book/andrey-mihaylovich-p/vpechatleniya-i-razmyshleniya-dnevnik-duhovnyy-sergey-66787153/
Картаев Павел; Вахтанг Махарадзе,Квартирный вопрос в жизни и творчестве Булгакова,,26.0,0.0,https://www.litres.ru/podcast/mahardze-vahtang/kvartirnyy-vopros-v-zhizni-i-tvorchestve-bulgakova-66793637/
Картаев Павел; Вахтанг Махарадзе,"""Собачье сердце"" М.А. Булгакова. Профессор Преображенский и другие",,26.0,0.0,https://www.litres.ru/podcast/mahardze-vahtang/sobache-serdce-m-a-bulgakova-professor-preobrazhenskiy-i-66793672/
Полина Булгакова,Вы это серьёзно?,текст,,4.0,https://www.litres.ru/book/polina-bulgakova-31845420/vy-eto-serezno-66997640/
Александра Крючкова,Ловушка для Мыслеформы. Премия «Мастер» им. М. А. Булгакова. Игра в Иную Реальность,текст,480.0,0.0,https://www.litres.ru/book/aleksandra-kruchkova/lovushka-dlya-mysleformy-premiya-master-im-m-a-bulgak-67171971/
Маргарита Митрофанова; Александр Пушной,Мир Булгакова,,26.0,0.0,https://www.litres.ru/podcast/aleksandr-pushnoy/mir-bulgakova-67182474/
Маргарита Митрофанова; Александр Пушной,Мистика в жизни и творчестве Михаила Булгакова,,26.0,0.0,https://www.litres.ru/podcast/aleksandr-pushnoy/mistika-v-zhizni-i-tvorchestve-mihaila-bulgakova-67183430/
Маргарита Митрофанова; Александр Пушной,"""Мастер и Маргарита"": за что мы любим роман Михаила Булгакова",,26.0,0.0,https://www.litres.ru/podcast/aleksandr-pushnoy/master-i-margarita-za-chto-my-lubim-roman-mihaila-bulgak-67183506/
Irma Narbut,Образы русской классической литературы в произведениях М. А. Булгакова,текст,488.0,0.0,https://www.litres.ru/book/irma-narbut/obrazy-russkoy-klassicheskoy-literatury-v-proizvedeniyah-m-a-b-67296438/
Irma Narbut,Философская проблематика романа М. А. Булгакова «Мастер и Маргарита»,текст,488.0,0.0,https://www.litres.ru/book/irma-narbut/filosofskaya-problematika-romana-m-a-bulgakova-master-i-margar-67296458/
О. В. Седова,Жизнь и творчество Д. Г. Булгаковского,текст,180.0,0.0,https://www.litres.ru/book/olesya-sedova-31977488/zhizn-i-tvorchestvo-d-g-bulgakovskogo-67321619/
Радио «Комсомольская правда»,Путевые заметки : Булгаковская Москва,,26.0,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollektiv-programmy-tayna/putevye-zametki-bulgakovskaya-moskva-67386613/
Светлана Демидова,Интерьер для птицы счастья,аудиокнига,229.0,0.0,https://www.litres.ru/audiobook/svetlana-demidova/interer-dlya-pticy-schastya-67554029/
РИА Новости,"""Вбежал человек с острым носом"": загадочные встречи Булгакова с Гоголем",,26.0,0.0,https://www.litres.ru/podcast/raznoe-29916681/vbezhal-chelovek-s-ostrym-nosom-zagadochnye-vstrechi-bulga-67756078/
РИА Новости,"Предчувствие смерти, пожар и золотая браслетка. ""Мистика"" в жизни Булгакова",,26.0,0.0,https://www.litres.ru/podcast/raznoe-29916681/predchuvstvie-smerti-pozhar-i-zolotaya-brasletka-mistika-v-67756093/
Г. А. Круглов; Р. И. Булгакова,Основы теплотехники. Учебное пособие для СПО,текст,,0.0,https://www.litres.ru/book/g-a-kruglov/osnovy-teplotehniki-67796403/
Светлана Анатольевна Власова,Мелодия жизни,текст,149.0,0.0,https://www.litres.ru/book/svetlana-vlasova-32138229/melodiya-zhizni-67846380/
Редакция портала «Культура.РФ»,Как читать «Белую гвардию» Булгакова,,,0.0,https://www.litres.ru/podcast/redakciya-portala-kultura-rf/kak-chitat-beluu-gvardiu-bulgakova-67960224/
Дмитрий Буткевич,«Одной из главных премьер станет пьеса Михаила Булгакова»,,,0.0,https://www.litres.ru/podcast/dmitriy-butkevich/odnoy-iz-glavnyh-premer-stanet-pesa-mihaila-bulgakova-68019371/
Люттоли (Луи Бриньон),Нравственность и разврат,аудиокнига,200.0,0.0,https://www.litres.ru/audiobook/luttoli/nravstvennost-i-razvrat-68030879/
Ольга Скребейко,"Юля Булгакова: скрипка, металлолом и безудержный ржач",,,0.0,https://www.litres.ru/podcast/olga-skrebeyko/ulya-bulgakova-skripka-metallolom-i-bezuderzhnyy-rzhach-68063070/
Ирина Сергеева,"Однажды на Садовой-бис, или Приключение в Булгаковском дворике",текст,488.0,0.0,https://www.litres.ru/book/irina-sergeeva-32245/odnazhdy-na-sadovoy-bis-ili-prikluchenie-v-bulgakovsk-68255047/
Редакция портала «Культура.РФ»,10 булгаковских адресов в Москве,,,0.0,https://www.litres.ru/podcast/redakciya-portala-kultura-rf/10-bulgakovskih-adresov-v-moskve-68369719/
Александра Крючкова,Ловушка для Мыслеформы. A Trap for a Thought-Form. Премия им. М. Булгакова / M. Bulgakov Award (Билингва: Rus/Eng),текст,480.0,0.0,https://www.litres.ru/book/aleksandra-kruchkova/lovushka-dlya-mysleformy-a-trap-for-a-thought-form-pr-68533446/
Мира Владимировна Кондратович,Эра новых,аудиокнига,129.0,0.0,https://www.litres.ru/audiobook/mira-vladimirovna-kondratovich/era-novyh-68638645/
Ирина Булгакова,Декомпрессия,аудиокнига,129.0,0.0,https://www.litres.ru/audiobook/irina-bulgakova-29207686/dekompressiya-68727666/
Александра Крючкова,Ловушка для Мыслеформы. Премия «Мастер» им. М. А. Булгакова. Игра в Иную Реальность,аудиокнига,399.0,0.0,https://www.litres.ru/audiobook/aleksandra-kruchkova/lovushka-dlya-mysleformy-premiya-master-im-m-a-bulgak-68861046/
Александра Крючкова,Ловушка для Мыслеформы. A Trap for a Thought-Form. Премия им. М. Булгакова / M. Bulgakov Award (Билингва: Rus/Eng),аудиокнига,399.0,0.0,https://www.litres.ru/audiobook/aleksandra-kruchkova/lovushka-dlya-mysleformy-a-trap-for-a-thought-form-pr-68944941/
Маргарита Митрофанова; Александр Пушной,Спутники жизни. Как мастер встретил Маргариту: Михаил и Елена Булгаковы,,26.0,0.0,https://www.litres.ru/podcast/aleksandr-pushnoy/sputniki-zhizni-kak-master-vstretil-margaritu-mihail-i-e-68969737/
Ольга Скребейко,Юлия Булгакова: роскошная взрослость,,,0.0,https://www.litres.ru/podcast/olga-skrebeyko/uliya-bulgakova-roskoshnaya-vzroslost-69138889/
Ольга Скребейко,"Юля Булгакова: скрипка, металлолом и безудержный ржач",,,0.0,https://www.litres.ru/podcast/olga-skrebeyko/ulya-bulgakova-skripka-metallolom-i-bezuderzhnyy-rzhach-69138982/
Алла Арлетт Антонюк,Пушкиниана Михаила Булгакова. Булгаковские мистерии Очерки по мифопоэтике. Часть V,текст,396.0,0.0,https://www.litres.ru/book/alla-arlett-antonuk/pushkiniana-mihaila-bulgakova-bulgakovskie-misterii-oc-69206380/
Артём Новиченков,"""Мастер и Маргарита"" Булгакова и ""Дар"" Набокова – ""последние"" русские романы",,26.0,0.0,https://www.litres.ru/podcast/artem-novichenkov/master-i-margarita-bulgakova-i-dar-nabokova-poslednie-ru-69334881/
Д. В. Алонцева,Государственно-правовые взгляды С. Н. Булгакова,текст,258.0,0.0,https://www.litres.ru/book/d-v-alonceva/gosudarstvenno-pravovye-vzglyady-s-n-bulgakova-69437617/
А. В. Никулина,Музыка романа М. Булгакова «Мастер и Маргарита»,текст,362.0,0.0,https://www.litres.ru/book/a-v-nikulina/muzyka-romana-m-bulgakova-master-i-margarita-69438355/
М. Д. Кудрявцев; О. В. Булгакова,Фитнес. Направление Kangоo Power,текст,149.0,0.0,https://www.litres.ru/book/a-u-osipov/fitnes-napravlenie-kangoo-power-69515899/
Елена Александровна Макарова; Анна Юрьевна Рожкова,"Компетенции в цифровой экономике. Современный кадровый вызов. (Аспирантура, Бакалавриат, Магистратура). Монография.",текст,790.0,0.0,https://www.litres.ru/book/a-u-rozhkova/kompetencii-v-cifrovoy-ekonomike-sovremennyy-kadrovyy-vyzov-a-69556717/
Алексей Козырев,Софиология Павла Флоренского и Сергея Булгакова — Алексей Козырев,,,0.0,https://www.litres.ru/podcast/aleksey-kozyrev/sofiologiya-pavla-florenskogo-i-sergeya-bulgakova-aleksey-69642766/
Филипп Смирнов,"Парк Лефортово. Парк ""Музеон"". Булгаковские персонажи в Сивяковом переулке @ Прогулки со Смирновым (07-09.07.17)",,,0.0,https://www.litres.ru/podcast/filipp-smirnov-32746/park-lefortovo-park-muzeon-bulgakovskie-personazhi-v-69880300/
Коллектив радио «Маяк»,Рассказы Михаила Булгакова (читает актёр Андрей Гусев),,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/rasskazy-mihaila-bulgakova-chitaet-akter-andrey-gusev-69950187/
Коллектив радио «Маяк»,Ферма Булгаковых,,26.0,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollektiv-radio-mayak/ferma-bulgakovyh-69991035/
Коллектив радио «Маяк»,"Книжная полка. Роман М.А. Булгакова ""Мастер и Маргарита""",,26.0,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/knizhnaya-polka-roman-m-a-bulgakova-master-i-margarit-69991491/
Борис Вадимович Соколов,"Творческая биография М.А. Булгакова (к 130-летию автора). (Аспирантура, Бакалавриат, Магистратура, Специалитет). Монография.",текст,790.0,0.0,https://www.litres.ru/book/boris-sokolov-313309/tvorcheskaya-biografiya-m-a-bulgakova-k-130-letiu-avt-70085053/
Петр Вяземский,Воспоминание о Булгаковых,текст,,0.0,https://www.litres.ru/book/petr-vyazemskiy/vospominanie-o-bulgakovyh-24527905/
Ирина Булгакова,Смертник,текст,,1.0,https://www.litres.ru/book/irina-bulgakova-29207686/smertnik-66107808/
Клим Жуков,Мастер и Маргарита - великий роман Булгакова. Коммунисты против Воланда.,,,0.0,https://www.litres.ru/podcast/klim-zhukov/master-i-margarita-velikiy-roman-bulgakova-kommunisty-protiv-v-69888579/
Анна Алексеева; Деймон Краш,Брачные игры драконов,аудиокнига,249.0,0.0,https://www.litres.ru/audiobook/anna-alekseeva-19421875/brachnye-igry-drakonov-70026559/
Ювеналий,"Краткое родословное показание ныне здравствующих дворянских фамилий: Лопухиных, Волынских, Воейковых, Булгаковых, Коробановых, Кропотовых, Казаковых, Макаровых, Приклонских и Сабуровых",текст,,0.0,https://www.litres.ru/book/uvenaliy/kratkoe-rodoslovnoe-pokazanie-nyne-zdravstvuuschih-dvoryanskih-fa-345862/
Д.Г. Булгаковский,Нижегородские легенды,текст,,0.0,https://www.litres.ru/book/dmitriy-bulgakovskiy/nizhegorodskie-legendy-524265/
Л.В. Булгакова,Материалы для библиографии Ленина,текст,,0.0,https://www.litres.ru/book/ludmila-bulgakova/materialy-dlya-bibliografii-lenina-541835/
"Антон Коляго, Андрей Марьянов","«Вампиры средней полосы»: бюджетники-кровососы, булгаковщина, шутки про Беларусь",,,0.0,https://www.litres.ru/podcast/anton-kolyago-andrey/vampiry-sredney-polosy-budzhetniki-krovososy-bulgakov-67187206/
Библиотеки Волгодонска,Читаем Булгакова. Собачье сердце,,,0.0,https://www.litres.ru/podcast/biblioteki-volgodonska/chitaem-bulgakova-sobache-serdce-67217114/
Анастасия Булгакова,Статуи из песка,текст,,0.0,https://www.litres.ru/book/anastasiya-bulgakova-31946384/statui-iz-peska-67243146/
Максим Петрович Потоцкий,"Собачье сердце, или Страсти по Булгакову",текст,,1.0,https://www.litres.ru/book/maksim-petrovich-potockiy/sobache-serdce-ili-strasti-po-bulgakovu-67419423/
Ольга Скребейко,Юлия Булгакова: роскошная взрослость,,,0.0,https://www.litres.ru/podcast/olga-skrebeyko/uliya-bulgakova-roskoshnaya-vzroslost-68063040/
Екатерина Булгакова,На том же месте через десять лет,текст,,0.0,https://www.litres.ru/book/ekaterina-bulgakova-32545612/na-tom-zhe-meste-cherez-desyat-let-69135055/
Владлен Громов,Альпы 666,текст,,1.0,https://www.litres.ru/book/vladlen-gromov/alpy-666-69818335/
Ксения Родионова,"Краткая биография Михаила Булгакова: Три Брака, Зависимость и Сталин",,,0.0,https://www.litres.ru/podcast/kseniya-rodionova-32/kratkaya-biografiya-mihaila-bulgakova-tri-braka-zavis-69993769/
Мишель Бюсси,Самолет без нее,аудиокнига,339.0,65.0,https://www.litres.ru/audiobook/mishel-bussi/samolet-bez-nee-68956197/
Николай Эппле,Неудобное прошлое. Память о государственных преступлениях в России и других странах,аудиокнига,339.0,58.0,https://www.litres.ru/audiobook/nikolay-epple/neudobnoe-proshloe-pamyat-o-gosudarstvennyh-prestupleniyah-v-66649800/
Максим Батырев,Менеджмент во время шторма. 15 правил управления в кризис,аудиокнига,119.0,37.0,https://www.litres.ru/audiobook/maksim-batyrev/menedzhment-vo-vremya-shtorma-15-pravil-upravleniya-v-krizi-67940619/
Максим Батырев,Сложные подчиненные. Практика российских руководителей,аудиокнига,399.0,129.0,https://www.litres.ru/audiobook/maksim-batyrev/slozhnye-podchinennye-praktika-rossiyskih-rukovoditeley-63532632/
